region,countrycode,countryname,characteristic,incomegroup,year,share_b40,share_t60
ECA,SRB,Serbia,EDU:   secondary,Upper-middle income,2018,0.3680807,0.6319193
ECA,SRB,Serbia,AGE:     15 - 64,Upper-middle income,2018,0.3787103,0.6212897
ECA,SRB,Serbia,GEN:        male,Upper-middle income,2018,0.407227,0.592773
ECA,SRB,Serbia,RUR:       urban,Upper-middle income,2018,0.3300923,0.6699076
ECA,SRB,Serbia,AGE:      0 - 14,Upper-middle income,2018,0.5041707,0.4958293
ECA,SRB,Serbia,GEN:      female,Upper-middle income,2018,0.3932016,0.6067984
SSA,SSD,South Sudan,RUR:       urban,Low income,2009,0.1320431,0.8679569
SSA,SSD,South Sudan,AGE:    above 64,Low income,2009,0.4118499,0.58815
SSA,SSD,South Sudan,AGE:     15 - 64,Low income,2009,0.385252,0.6147481
SSA,SSD,South Sudan,RUR:       rural,Low income,2009,0.4495789,0.5504211
SSA,SSD,South Sudan,EDU:     teriary,Low income,2009,,0.9391667
SSA,SSD,South Sudan,EDU: no eduation,Low income,2009,0.4340284,0.5659716
SSA,SSD,South Sudan,AGE:      0 - 14,Low income,2009,0.4144514,0.5855486
SSA,SSD,South Sudan,GEN:      female,Low income,2009,0.4039527,0.5960472
SSA,SSD,South Sudan,EDU:     primary,Low income,2009,0.281383,0.718617
SSA,SSD,South Sudan,GEN:        male,Low income,2009,0.3957919,0.6042081
SSA,SSD,South Sudan,EDU:   secondary,Low income,2009,0.1544903,0.8455098
SSA,STP,São Tomé and Principe,AGE:    above 64,Lower-middle income,2017,0.4170028,0.5829972
SSA,STP,São Tomé and Principe,EDU:     teriary,Lower-middle income,2017,0.1773041,0.8226959
SSA,STP,São Tomé and Principe,AGE:      0 - 14,Lower-middle income,2017,0.4410966,0.5589035
SSA,STP,São Tomé and Principe,EDU: no eduation,Lower-middle income,2017,0.4281453,0.5718547
SSA,STP,São Tomé and Principe,GEN:      female,Lower-middle income,2017,0.4043834,0.5956166
SSA,STP,São Tomé and Principe,RUR:       urban,Lower-middle income,2017,0.4081414,0.5918586
SSA,STP,São Tomé and Principe,EDU:   secondary,Lower-middle income,2017,0.310263,0.689737
SSA,STP,São Tomé and Principe,RUR:       rural,Lower-middle income,2017,0.3858543,0.6141457
SSA,STP,São Tomé and Principe,AGE:     15 - 64,Lower-middle income,2017,0.3656186,0.6343814
SSA,STP,São Tomé and Principe,EDU:     primary,Lower-middle income,2017,0.4220128,0.5779872
SSA,STP,São Tomé and Principe,GEN:        male,Lower-middle income,2017,0.3954983,0.6045017
ECA,SVK,Slovak Republic,AGE:      0 - 14,High income,2016,0.6635415,0.3364585
ECA,SVK,Slovak Republic,EDU: no eduation,High income,2016,,
ECA,SVK,Slovak Republic,EDU:     primary,High income,2016,0.6191826,0.3808174
ECA,SVK,Slovak Republic,RUR:       urban,High income,2016,0.344899,0.655101
ECA,SVK,Slovak Republic,EDU:   secondary,High income,2016,0.3788775,0.6211225
ECA,SVK,Slovak Republic,GEN:        male,High income,2016,0.4023834,0.5976166
ECA,SVK,Slovak Republic,GEN:      female,High income,2016,0.3962874,0.6037126
ECA,SVK,Slovak Republic,AGE:    above 64,High income,2016,0.2129618,0.7870381
ECA,SVK,Slovak Republic,EDU:     teriary,High income,2016,0.2268244,0.7731757
ECA,SVK,Slovak Republic,AGE:     15 - 64,High income,2016,0.3888618,0.6111382
ECA,SVK,Slovak Republic,RUR:       rural,High income,2016,0.4754904,0.5245097
ECA,SVN,Slovenia,RUR:       urban,High income,2017,,
ECA,SVN,Slovenia,EDU:     teriary,High income,2017,0.1944349,0.8055651
ECA,SVN,Slovenia,AGE:      0 - 14,High income,2017,0.5672873,0.4327127
ECA,SVN,Slovenia,GEN:      female,High income,2017,0.4099198,0.5900803
ECA,SVN,Slovenia,AGE:     15 - 64,High income,2017,0.3819438,0.61805619999999994
ECA,SVN,Slovenia,GEN:        male,High income,2017,0.3898959,0.6101041
ECA,SVN,Slovenia,EDU:   secondary,High income,2017,0.4291281,0.5708719
ECA,SVN,Slovenia,EDU: no eduation,High income,2017,,
ECA,SVN,Slovenia,RUR:       rural,High income,2017,,
ECA,SVN,Slovenia,EDU:     primary,High income,2017,,
ECA,SVN,Slovenia,AGE:    above 64,High income,2017,0.3268325,0.6731675
ECA,SWE,Sweden,RUR:       urban,High income,2017,0.3821667,0.6178333
ECA,SWE,Sweden,GEN:      female,High income,2017,0.4087911,0.5912089
ECA,SWE,Sweden,AGE:     15 - 64,High income,2017,0.3670034,0.6329966
ECA,SWE,Sweden,GEN:        male,High income,2017,0.388667,0.611333
ECA,SWE,Sweden,RUR:       rural,High income,2017,0.4657589,0.5342411
ECA,SWE,Sweden,AGE:      0 - 14,High income,2017,0.6700176,0.3299824
ECA,SWE,Sweden,EDU:     teriary,High income,2017,0.2672741,0.7327259
ECA,SWE,Sweden,EDU:   secondary,High income,2017,0.3395012,0.6604989
ECA,SWE,Sweden,EDU: no eduation,High income,2017,,
ECA,SWE,Sweden,AGE:    above 64,High income,2017,0.2776502,0.7223498
ECA,SWE,Sweden,EDU:     primary,High income,2017,0.540054,0.459946
SSA,SWZ,Eswatini,AGE:     15 - 64,Lower-middle income,2016,0.3301862,0.6698139
SSA,SWZ,Eswatini,GEN:      female,Lower-middle income,2016,0.4114072,0.5885928
SSA,SWZ,Eswatini,AGE:      0 - 14,Lower-middle income,2016,0.4906591,0.5093409
SSA,SWZ,Eswatini,GEN:        male,Lower-middle income,2016,0.3872048,0.6127952
SSA,SWZ,Eswatini,EDU:   secondary,Lower-middle income,2016,0.275355,0.7246451
SSA,SWZ,Eswatini,EDU:     teriary,Lower-middle income,2016,,0.9766492
SSA,SWZ,Eswatini,RUR:       urban,Lower-middle income,2016,0.092311,0.907689
SSA,SWZ,Eswatini,EDU: no eduation,Lower-middle income,2016,0.544957,0.455043
SSA,SWZ,Eswatini,AGE:    above 64,Lower-middle income,2016,0.4620374,0.5379626
SSA,SWZ,Eswatini,EDU:     primary,Lower-middle income,2016,0.4746196,0.5253804
SSA,SWZ,Eswatini,RUR:       rural,Lower-middle income,2016,0.4875283,0.5124717
SSA,SYC,Seychelles,RUR:       rural,High income,2013,0.3790261,0.6209739
SSA,SYC,Seychelles,EDU: no eduation,High income,2013,0.4445817,0.5554183
SSA,SYC,Seychelles,AGE:     15 - 64,High income,2013,0.3615516,0.6384484
SSA,SYC,Seychelles,AGE:      0 - 14,High income,2013,0.5565413,0.4434587
SSA,SYC,Seychelles,AGE:    above 64,High income,2013,0.298932,0.701068
SSA,SYC,Seychelles,EDU:     primary,High income,2013,0.3899278,0.6100721
SSA,SYC,Seychelles,EDU:   secondary,High income,2013,0.3890824,0.6109176
SSA,SYC,Seychelles,EDU:     teriary,High income,2013,0.2548901,0.7451099
SSA,SYC,Seychelles,GEN:        male,High income,2013,0.3975227,0.6024773
SSA,SYC,Seychelles,RUR:       urban,High income,2013,0.4600743,0.5399257
SSA,SYC,Seychelles,GEN:      female,High income,2013,0.4020982,0.5979018
SSA,TCD,Chad,EDU:     teriary,Low income,2011,,0.9656332
SSA,TCD,Chad,RUR:       rural,Low income,2011,0.4568757,0.5431243
SSA,TCD,Chad,EDU:   secondary,Low income,2011,0.2345427,0.7654573
SSA,TCD,Chad,AGE:    above 64,Low income,2011,0.4413011,0.558699
SSA,TCD,Chad,EDU:     primary,Low income,2011,0.424245,0.5757551
SSA,TCD,Chad,RUR:       urban,Low income,2011,0.1479281,0.8520718
SSA,TCD,Chad,GEN:      female,Low income,2011,0.3986201,0.6013799
SSA,TCD,Chad,EDU: no eduation,Low income,2011,0.3867112,0.6132888
SSA,TCD,Chad,AGE:     15 - 64,Low income,2011,0.3700968,0.6299033
SSA,TCD,Chad,AGE:      0 - 14,Low income,2011,0.4235604,0.5764396
SSA,TCD,Chad,GEN:        male,Low income,2011,0.4014197,0.5985803
SSA,TGO,Togo,RUR:       rural,Low income,2015,0.573846,0.4261539
SSA,TGO,Togo,AGE:     15 - 64,Low income,2015,0.3443366,0.6556634
SSA,TGO,Togo,AGE:    above 64,Low income,2015,0.3856796,0.6143204
SSA,TGO,Togo,EDU:   secondary,Low income,2015,0.2223373,0.7776627
SSA,TGO,Togo,EDU: no eduation,Low income,2015,0.4911984,0.5088016
SSA,TGO,Togo,RUR:       urban,Low income,2015,0.1569997,0.8430003
SSA,TGO,Togo,EDU:     primary,Low income,2015,0.3788155,0.6211845
SSA,TGO,Togo,GEN:        male,Low income,2015,0.3999746,0.6000254
SSA,TGO,Togo,GEN:      female,Low income,2015,0.3999923,0.6000077
SSA,TGO,Togo,EDU:     teriary,Low income,2015,,0.9630017
SSA,TGO,Togo,AGE:      0 - 14,Low income,2015,0.4649487,0.5350513
EAP,THA,Thailand,EDU: no eduation,Upper-middle income,2017,0.6259705,0.3740295
EAP,THA,Thailand,GEN:        male,Upper-middle income,2017,0.4030359,0.5969641
EAP,THA,Thailand,RUR:       rural,Upper-middle income,2017,0.52018,0.47982
EAP,THA,Thailand,GEN:      female,Upper-middle income,2017,0.3972265,0.6027735
EAP,THA,Thailand,EDU:   secondary,Upper-middle income,2017,0.2888023,0.7111977
EAP,THA,Thailand,EDU:     teriary,Upper-middle income,2017,0.0649844,0.9350156
EAP,THA,Thailand,AGE:      0 - 14,Upper-middle income,2017,0.5486224,0.4513776
EAP,THA,Thailand,EDU:     primary,Upper-middle income,2017,0.4838737,0.5161263
EAP,THA,Thailand,RUR:       urban,Upper-middle income,2017,0.2469294,0.7530707
EAP,THA,Thailand,AGE:     15 - 64,Upper-middle income,2017,0.3486988,0.6513011
EAP,THA,Thailand,AGE:    above 64,Upper-middle income,2017,0.4712908,0.5287092
ECA,TJK,Tajikistan,EDU:     primary,Low income,2015,0.4771375,0.5228625
ECA,TJK,Tajikistan,AGE:     15 - 64,Low income,2015,0.3845715,0.6154285
ECA,TJK,Tajikistan,RUR:       urban,Low income,2015,0.3033401,0.6966599
ECA,TJK,Tajikistan,GEN:      female,Low income,2015,0.4004649,0.5995351
ECA,TJK,Tajikistan,GEN:        male,Low income,2015,0.3995311,0.6004689
ECA,TJK,Tajikistan,EDU:   secondary,Low income,2015,0.3834538,0.6165462
ECA,TJK,Tajikistan,AGE:    above 64,Low income,2015,0.3649655,0.6350345
ECA,TJK,Tajikistan,EDU: no eduation,Low income,2015,0.4783993,0.5216007
ECA,TJK,Tajikistan,RUR:       rural,Low income,2015,0.4349012,0.5650988
ECA,TJK,Tajikistan,AGE:      0 - 14,Low income,2015,0.4330601,0.5669399
ECA,TJK,Tajikistan,EDU:     teriary,Low income,2015,0.239691,0.760309
EAP,TLS,Timor-Leste,RUR:       urban,Lower-middle income,2014,0.2592871,0.7407129
EAP,TLS,Timor-Leste,EDU: no eduation,Lower-middle income,2014,0.4020882,0.5979118
EAP,TLS,Timor-Leste,EDU:     primary,Lower-middle income,2014,0.3992831,0.6007169
EAP,TLS,Timor-Leste,RUR:       rural,Lower-middle income,2014,0.4553582,0.5446418
EAP,TLS,Timor-Leste,GEN:      female,Lower-middle income,2014,0.3949743,0.6050257
EAP,TLS,Timor-Leste,AGE:      0 - 14,Lower-middle income,2014,0.471884,0.528116
EAP,TLS,Timor-Leste,EDU:   secondary,Lower-middle income,2014,0.2909877,0.7090123
EAP,TLS,Timor-Leste,EDU:     teriary,Lower-middle income,2014,0.1465939,0.8534061
EAP,TLS,Timor-Leste,GEN:        male,Lower-middle income,2014,0.4046459,0.5953541
EAP,TLS,Timor-Leste,AGE:     15 - 64,Lower-middle income,2014,0.3607654,0.6392346
EAP,TLS,Timor-Leste,AGE:    above 64,Lower-middle income,2014,0.263872,0.736128
EAP,TON,Tonga,EDU: no eduation,Upper-middle income,2015,,
EAP,TON,Tonga,EDU:     teriary,Upper-middle income,2015,,
EAP,TON,Tonga,AGE:      0 - 14,Upper-middle income,2015,0.5426224,0.4573776
EAP,TON,Tonga,EDU:     primary,Upper-middle income,2015,,
EAP,TON,Tonga,RUR:       urban,Upper-middle income,2015,0.3519216,0.6480784
EAP,TON,Tonga,AGE:    above 64,Upper-middle income,2015,0.2458853,0.7541147
EAP,TON,Tonga,AGE:     15 - 64,Upper-middle income,2015,0.3581044,0.6418956
EAP,TON,Tonga,GEN:        male,Upper-middle income,2015,0.4061231,0.5938768
EAP,TON,Tonga,RUR:       rural,Upper-middle income,2015,0.4141413,0.5858588
EAP,TON,Tonga,EDU:   secondary,Upper-middle income,2015,,
EAP,TON,Tonga,GEN:      female,Upper-middle income,2015,0.3940404,0.6059595
MNA,TUN,Tunisia,EDU: no eduation,Lower-middle income,2015,0.3873853,0.6126147
MNA,TUN,Tunisia,GEN:      female,Lower-middle income,2015,0.4041517,0.5958483
MNA,TUN,Tunisia,RUR:       rural,Lower-middle income,2015,0.6489905,0.3510095
MNA,TUN,Tunisia,RUR:       urban,Lower-middle income,2015,0.2850283,0.7149717
MNA,TUN,Tunisia,EDU:   secondary,Lower-middle income,2015,0.2827905,0.71720950000000006
MNA,TUN,Tunisia,EDU:     primary,Lower-middle income,2015,0.4481603,0.5518397
MNA,TUN,Tunisia,AGE:      0 - 14,Lower-middle income,2015,0.502391,0.497609
MNA,TUN,Tunisia,AGE:    above 64,Lower-middle income,2015,0.3276548,0.6723452
MNA,TUN,Tunisia,EDU:     teriary,Lower-middle income,2015,0.1671975,0.8328025
MNA,TUN,Tunisia,AGE:     15 - 64,Lower-middle income,2015,0.3729415,0.6270585
MNA,TUN,Tunisia,GEN:        male,Lower-middle income,2015,0.3957266,0.6042734
ECA,TUR,Turkey,RUR:       urban,Upper-middle income,2018,,
ECA,TUR,Turkey,EDU: no eduation,Upper-middle income,2018,0.5469232,0.4530768
ECA,TUR,Turkey,EDU:     teriary,Upper-middle income,2018,0.1196109,0.880389
ECA,TUR,Turkey,GEN:      female,Upper-middle income,2018,0.4027385,0.5972614
ECA,TUR,Turkey,AGE:    above 64,Upper-middle income,2018,0.294302,0.705698
ECA,TUR,Turkey,EDU:     primary,Upper-middle income,2018,0.3890772,0.6109228
ECA,TUR,Turkey,EDU:   secondary,Upper-middle income,2018,0.3212589,0.6787411
ECA,TUR,Turkey,AGE:      0 - 14,Upper-middle income,2018,0.5602586,0.4397414
ECA,TUR,Turkey,RUR:       rural,Upper-middle income,2018,,
ECA,TUR,Turkey,AGE:     15 - 64,Upper-middle income,2018,0.3566822,0.6433178
ECA,TUR,Turkey,GEN:        male,Upper-middle income,2018,0.3972157,0.6027843
EAP,TUV,Tuvalu,RUR:       urban,Upper-middle income,2010,0.4156515,0.5843485
EAP,TUV,Tuvalu,AGE:     15 - 64,Upper-middle income,2010,0.3766586,0.6233414
EAP,TUV,Tuvalu,AGE:    above 64,Upper-middle income,2010,0.4209672,0.5790328
EAP,TUV,Tuvalu,EDU:     primary,Upper-middle income,2010,0.4077033,0.5922967
EAP,TUV,Tuvalu,EDU: no eduation,Upper-middle income,2010,0.5447035,
EAP,TUV,Tuvalu,AGE:      0 - 14,Upper-middle income,2010,0.4377763,0.5622237
EAP,TUV,Tuvalu,EDU:   secondary,Upper-middle income,2010,0.3810515,0.6189486
EAP,TUV,Tuvalu,RUR:       rural,Upper-middle income,2010,0.3858214,0.6141786
EAP,TUV,Tuvalu,GEN:      female,Upper-middle income,2010,0.4096934,0.5903066
EAP,TUV,Tuvalu,GEN:        male,Upper-middle income,2010,0.3897247,0.6102753
EAP,TUV,Tuvalu,EDU:     teriary,Upper-middle income,2010,,0.8493829
SSA,TZA,Tanzania,RUR:       urban,Low income,2018,0.2320695,0.7679304
SSA,TZA,Tanzania,GEN:        male,Low income,2018,0.3992048,0.6007952
SSA,TZA,Tanzania,EDU:     teriary,Low income,2018,0.0428941,0.9571059
SSA,TZA,Tanzania,AGE:    above 64,Low income,2018,0.3458474,0.6541526
SSA,TZA,Tanzania,AGE:     15 - 64,Low income,2018,0.343924,0.656076
SSA,TZA,Tanzania,GEN:      female,Low income,2018,0.4030123,0.5969877
SSA,TZA,Tanzania,RUR:       rural,Low income,2018,0.4784234,0.5215765
SSA,TZA,Tanzania,EDU: no eduation,Low income,2018,0.4896894,0.5103106
SSA,TZA,Tanzania,AGE:      0 - 14,Low income,2018,0.4760133,0.5239867
SSA,TZA,Tanzania,EDU:     primary,Low income,2018,0.3624575,0.6375425
SSA,TZA,Tanzania,EDU:   secondary,Low income,2018,0.1826574,0.8173426
SSA,UGA,Uganda,GEN:      female,Low income,2016,0.3990547,0.6009453
SSA,UGA,Uganda,EDU:     primary,Low income,2016,0.3986012,0.6013988
SSA,UGA,Uganda,EDU:   secondary,Low income,2016,0.2115421,0.7884579
SSA,UGA,Uganda,GEN:        male,Low income,2016,0.4009722,0.5990278
SSA,UGA,Uganda,AGE:     15 - 64,Low income,2016,0.3380858,0.6619142
SSA,UGA,Uganda,RUR:       rural,Low income,2016,0.4705098,0.5294902
SSA,UGA,Uganda,RUR:       urban,Low income,2016,0.1805094,0.8194907
SSA,UGA,Uganda,EDU:     teriary,Low income,2016,0.0325552,0.9674448
SSA,UGA,Uganda,EDU: no eduation,Low income,2016,0.4757915,0.5242085
SSA,UGA,Uganda,AGE:    above 64,Low income,2016,0.355767,0.6442329
SSA,UGA,Uganda,AGE:      0 - 14,Low income,2016,0.4640568,0.5359432
ECA,UKR,Ukraine,EDU:   secondary,Lower-middle income,2016,,
ECA,UKR,Ukraine,AGE:     15 - 64,Lower-middle income,2016,,
ECA,UKR,Ukraine,RUR:       urban,Lower-middle income,2016,0.38389,0.61611
ECA,UKR,Ukraine,EDU:     primary,Lower-middle income,2016,,
ECA,UKR,Ukraine,GEN:        male,Lower-middle income,2016,0.4079477,0.5920523
ECA,UKR,Ukraine,EDU:     teriary,Lower-middle income,2016,,
ECA,UKR,Ukraine,EDU: no eduation,Lower-middle income,2016,,
ECA,UKR,Ukraine,AGE:    above 64,Lower-middle income,2016,,
ECA,UKR,Ukraine,AGE:      0 - 14,Lower-middle income,2016,,
ECA,UKR,Ukraine,GEN:      female,Lower-middle income,2016,0.3929982,0.6070017
ECA,UKR,Ukraine,RUR:       rural,Lower-middle income,2016,0.4312099,0.5687901
LAC,URY,Uruguay,GEN:      female,High income,2018,0.3985914,0.6014086
LAC,URY,Uruguay,EDU: no eduation,High income,2018,0.4608546,0.5391454
LAC,URY,Uruguay,EDU:     primary,High income,2018,0.4324189,0.5675811
LAC,URY,Uruguay,EDU:     teriary,High income,2018,0.0813338,0.9186662
LAC,URY,Uruguay,AGE:     15 - 64,High income,2018,0.3803575,0.6196425
LAC,URY,Uruguay,RUR:       rural,High income,2018,0.5105981,0.4894019
LAC,URY,Uruguay,AGE:      0 - 14,High income,2018,0.6271715,0.3728285
LAC,URY,Uruguay,EDU:   secondary,High income,2018,0.3869081,0.6130919
LAC,URY,Uruguay,GEN:        male,High income,2018,0.4014879,0.5985121
LAC,URY,Uruguay,AGE:    above 64,High income,2018,0.1707236,0.8292764
LAC,URY,Uruguay,RUR:       urban,High income,2018,0.3935088,0.6064911
EAP,VNM,Vietnam,EDU:     teriary,Lower-middle income,2016,0.1063949,0.8936051
EAP,VNM,Vietnam,AGE:      0 - 14,Lower-middle income,2016,0.490635,0.509365
EAP,VNM,Vietnam,RUR:       urban,Lower-middle income,2016,0.1733433,0.8266567
EAP,VNM,Vietnam,RUR:       rural,Lower-middle income,2016,0.5059988,0.4940012
EAP,VNM,Vietnam,GEN:      female,Lower-middle income,2016,0.3996577,0.6003423
EAP,VNM,Vietnam,EDU:   secondary,Lower-middle income,2016,0.2828256,0.7171744
EAP,VNM,Vietnam,GEN:        male,Lower-middle income,2016,0.400366,0.599634
EAP,VNM,Vietnam,EDU: no eduation,Lower-middle income,2016,0.7313272,0.2686728
EAP,VNM,Vietnam,EDU:     primary,Lower-middle income,2016,0.4795567,0.5204433
EAP,VNM,Vietnam,AGE:    above 64,Lower-middle income,2016,0.412936,0.587064
EAP,VNM,Vietnam,AGE:     15 - 64,Lower-middle income,2016,0.3663908,0.6336092
EAP,VUT,Vanuatu,EDU:     primary,Lower-middle income,2010,0.3507993,0.6492007
EAP,VUT,Vanuatu,GEN:      female,Lower-middle income,2010,0.4101407,0.5898592
EAP,VUT,Vanuatu,RUR:       rural,Lower-middle income,2010,0.3558573,0.6441427
EAP,VUT,Vanuatu,AGE:      0 - 14,Lower-middle income,2010,0.4657637,0.5342363
EAP,VUT,Vanuatu,AGE:    above 64,Lower-middle income,2010,0.3109459,0.6890541
EAP,VUT,Vanuatu,RUR:       urban,Lower-middle income,2010,0.5250173,0.4749827
EAP,VUT,Vanuatu,EDU:     teriary,Lower-middle income,2010,0.2429675,0.7570325
EAP,VUT,Vanuatu,EDU: no eduation,Lower-middle income,2010,0.3858742,0.6141258
EAP,VUT,Vanuatu,AGE:     15 - 64,Lower-middle income,2010,0.3631138,0.6368862
EAP,VUT,Vanuatu,GEN:        male,Lower-middle income,2010,0.3947297,0.6052703
EAP,VUT,Vanuatu,EDU:   secondary,Lower-middle income,2010,0.3606155,0.6393845
EAP,WSM,Samoa,RUR:       rural,Upper-middle income,2008,0.4106522,0.5893478
EAP,WSM,Samoa,EDU: no eduation,Upper-middle income,2008,0.4748278,0.5251722
EAP,WSM,Samoa,EDU:     teriary,Upper-middle income,2008,0.1312065,0.8687935
EAP,WSM,Samoa,EDU:   secondary,Upper-middle income,2008,0.2932757,0.7067243
EAP,WSM,Samoa,EDU:     primary,Upper-middle income,2008,0.4166964,0.5833036
EAP,WSM,Samoa,GEN:      female,Upper-middle income,2008,0.3938076,0.6061924
EAP,WSM,Samoa,AGE:     15 - 64,Upper-middle income,2008,0.369647,0.630353
EAP,WSM,Samoa,RUR:       urban,Upper-middle income,2008,0.3901131,0.6098869
EAP,WSM,Samoa,GEN:        male,Upper-middle income,2008,0.4057978,0.5942022
EAP,WSM,Samoa,AGE:      0 - 14,Upper-middle income,2008,0.4534461,0.546554
EAP,WSM,Samoa,AGE:    above 64,Upper-middle income,2008,0.3108423,0.6891577
ECA,XKX,Kosovo,EDU: no eduation,Upper-middle income,2017,0.3318438,0.6681563
ECA,XKX,Kosovo,EDU:   secondary,Upper-middle income,2017,0.4078763,0.5921237
ECA,XKX,Kosovo,RUR:       rural,Upper-middle income,2017,0.4501904,0.5498096
ECA,XKX,Kosovo,GEN:        male,Upper-middle income,2017,0.3910261,0.6089739
ECA,XKX,Kosovo,EDU:     teriary,Upper-middle income,2017,0.2111142,0.7888858
ECA,XKX,Kosovo,EDU:     primary,Upper-middle income,2017,0.4003327,0.5996673
ECA,XKX,Kosovo,RUR:       urban,Upper-middle income,2017,0.321972,0.678028
ECA,XKX,Kosovo,AGE:     15 - 64,Upper-middle income,2017,0.3747291,0.625271
ECA,XKX,Kosovo,GEN:      female,Upper-middle income,2017,0.4089271,0.5910729
ECA,XKX,Kosovo,AGE:      0 - 14,Upper-middle income,2017,0.5123405,0.4876595
ECA,XKX,Kosovo,AGE:    above 64,Upper-middle income,2017,0.323821,0.6761791
MNA,YEM,"Yemen, Rep.",RUR:       rural,Low income,2014,0.4949875,0.5050125
MNA,YEM,"Yemen, Rep.",AGE:      0 - 14,Low income,2014,0.4498341,0.5501659
MNA,YEM,"Yemen, Rep.",EDU: no eduation,Low income,2014,0.4452976,0.5547024
MNA,YEM,"Yemen, Rep.",EDU:   secondary,Low income,2014,0.3039505,0.6960495
MNA,YEM,"Yemen, Rep.",EDU:     teriary,Low income,2014,0.1397157,0.8602843
MNA,YEM,"Yemen, Rep.",AGE:     15 - 64,Low income,2014,0.3623388,0.6376612
MNA,YEM,"Yemen, Rep.",AGE:    above 64,Low income,2014,0.37459750000000003,0.6254025
MNA,YEM,"Yemen, Rep.",GEN:        male,Low income,2014,0.3991454,0.6008546
MNA,YEM,"Yemen, Rep.",EDU:     primary,Low income,2014,0.4010392,0.5989609
MNA,YEM,"Yemen, Rep.",GEN:      female,Low income,2014,0.4007615,0.5992386
MNA,YEM,"Yemen, Rep.",RUR:       urban,Low income,2014,0.1800071,0.8199928
SSA,ZAF,South Africa,GEN:        male,Upper-middle income,2014,0.3822711,0.6177289
SSA,ZAF,South Africa,EDU:     primary,Upper-middle income,2014,0.545761,0.454239
SSA,ZAF,South Africa,RUR:       urban,Upper-middle income,2014,0.2538252,0.7461749
SSA,ZAF,South Africa,GEN:      female,Upper-middle income,2014,0.4169467,0.5830532
SSA,ZAF,South Africa,AGE:      0 - 14,Upper-middle income,2014,0.5139337,0.4860663
SSA,ZAF,South Africa,AGE:    above 64,Upper-middle income,2014,0.3012934,0.6987066
SSA,ZAF,South Africa,RUR:       rural,Upper-middle income,2014,0.6543594,0.3456406
SSA,ZAF,South Africa,EDU: no eduation,Upper-middle income,2014,0.616284,0.383716
SSA,ZAF,South Africa,EDU:     teriary,Upper-middle income,2014,0.0555131,0.9444869
SSA,ZAF,South Africa,AGE:     15 - 64,Upper-middle income,2014,0.3545554,0.6454446
SSA,ZAF,South Africa,EDU:   secondary,Upper-middle income,2014,0.3552169,0.6447831
SSA,ZMB,Zambia,EDU:     primary,Lower-middle income,2015,0.5707125,0.4292875
SSA,ZMB,Zambia,AGE:    above 64,Lower-middle income,2015,0.4180264,0.5819736
SSA,ZMB,Zambia,AGE:     15 - 64,Lower-middle income,2015,0.3620238,0.6379762
SSA,ZMB,Zambia,RUR:       rural,Lower-middle income,2015,0.6028164,0.3971836
SSA,ZMB,Zambia,AGE:      0 - 14,Lower-middle income,2015,0.4644836,0.5355164
SSA,ZMB,Zambia,GEN:        male,Lower-middle income,2015,0.3991905,0.6008095
SSA,ZMB,Zambia,EDU:     teriary,Lower-middle income,2015,0.013689,0.986311
SSA,ZMB,Zambia,RUR:       urban,Lower-middle income,2015,0.1163524,0.8836476
SSA,ZMB,Zambia,EDU: no eduation,Lower-middle income,2015,0.5459629,0.4540371
SSA,ZMB,Zambia,EDU:   secondary,Lower-middle income,2015,0.2203372,0.7796628
SSA,ZMB,Zambia,GEN:      female,Lower-middle income,2015,0.4007661,0.5992339
