countrycode,year,percentile_value,coverage,percentile,datatype,decile_within_percentile,countryname,region
RUS,1990,5.813215,N,30,consumption,7,Russian Federation,ECA
UKR,1990,5.912346,N,30,consumption,7,Ukraine,ECA
BLR,1990,6.256209,N,30,income,8,Belarus,ECA
LBN,1990,6.478798,N,30,consumption,8,Lebanon,MNA
HUN,1990,6.632387,N,30,income,8,Hungary,ECA
MDA,1990,6.766258,N,30,consumption,8,Moldova,ECA
TTO,1990,6.890573,N,30,income,8,Trinidad and Tobago,LAC
SYC,1990,7.271418,N,30,consumption,8,Seychelles,SSA
PRY,1990,7.493759,N,30,income,8,Paraguay,LAC
EST,1990,8.45577,N,30,income,8,Estonia,ECA
AZE,1990,8.845449,N,30,consumption,8,Azerbaijan,ECA
ARG,1990,8.906005,U,30,income,8,Argentina,LAC
URY,1990,9.437732,N,30,income,8,Uruguay,LAC
LVA,1990,10.0767,N,30,income,8,Latvia,ECA
ROU,1990,10.67954,N,30,income,8,Romania,ECA
PRT,1990,11.2257,N,30,income,8,Portugal,OHI
POL,1990,11.38856,N,30,income,8,Poland,ECA
KOR,1990,11.50852,N,30,income,8,Korea,OHI
ISR,1990,12.04465,N,30,income,8,Israel,OHI
MNE,1990,12.57116,N,30,consumption,9,Montenegro,ECA
GRC,1990,13.33886,N,30,income,9,Greece,OHI
MLT,1990,13.38252,N,30,income,9,Malta,OHI
GEO,1990,13.40865,N,30,consumption,9,Georgia,ECA
HRV,1990,13.9176,N,30,income,9,Croatia,ECA
IRL,1990,14.10892,N,30,income,9,Ireland,OHI
CYP,1990,14.15252,N,30,income,9,Cyprus,OHI
ESP,1990,14.31914,N,30,income,9,Spain,OHI
SRB,1990,14.36502,N,30,consumption,9,Serbia,ECA
CZE,1990,14.65429,N,30,income,9,Czech Republic,ECA
SVK,1990,14.85545,N,30,income,9,Slovak Republic,ECA
BGR,1990,17.89673,N,30,consumption,9,Bulgaria,ECA
GBR,1990,19.38555,N,30,income,9,United Kingdom,OHI
SVN,1990,19.50001,N,30,income,9,Slovenia,ECA
JPN,1990,20.29425,N,30,income,9,Japan,OHI
ITA,1990,20.76516,N,30,income,9,Italy,OHI
TWN,1990,21.15306,N,30,income,9,,
AUS,1990,23.17604,N,30,income,10,Australia,OHI
SWE,1990,23.55346,N,30,income,10,Sweden,OHI
BEL,1990,23.66209,N,30,income,10,Belgium,OHI
FRA,1990,23.82137,N,30,income,10,France,OHI
NOR,1990,25.17536,N,30,income,10,Norway,OHI
ISL,1990,25.72047,N,30,income,10,Iceland,OHI
FIN,1990,26.48168,N,30,income,10,Finland,OHI
NLD,1990,27.39033,N,30,income,10,Netherlands,OHI
DEU,1990,28.38177,N,30,income,10,Germany,OHI
CAN,1990,29.2196,N,30,income,10,Canada,OHI
DNK,1990,30.87597,N,30,income,10,Denmark,OHI
USA,1990,31.9578,N,30,income,10,United States,OHI
LUX,1990,33.3458,N,30,income,10,Luxembourg,OHI
AUT,1990,33.63809,N,30,income,10,Austria,OHI
CHE,1990,42.79439,N,30,income,10,Switzerland,OHI
ARE,1990,78.11532,N,30,income,10,,
SLE,1990,0.3934059,N,40,consumption,1,Sierra Leone,SSA
GIN,1990,0.4339846,N,40,consumption,1,Guinea,SSA
CAF,1990,0.4628132,N,40,consumption,1,Central African Republic,SSA
MLI,1990,0.5588363,N,40,consumption,1,Mali,SSA
SWZ,1990,0.5695402,N,40,consumption,1,Eswatini,SSA
MMR,1990,0.5786769,N,40,consumption,1,Myanmar,EAP
MOZ,1990,0.5894605,N,40,consumption,1,Mozambique,SSA
BFA,1990,0.6569573,N,40,consumption,1,Burkina Faso,SSA
SEN,1990,0.9544195,N,40,consumption,1,Senegal,SSA
BDI,1990,0.9597248,N,40,consumption,1,Burundi,SSA
RWA,1990,0.9726333,N,40,consumption,1,Rwanda,SSA
GMB,1990,1.017762,N,40,consumption,1,Gambia,SSA
COD,1990,1.036391,N,40,consumption,1,Congo,SSA
ZMB,1990,1.060274,N,40,consumption,1,Zambia,SSA
MWI,1990,1.079222,N,40,consumption,1,Malawi,SSA
PNG,1990,1.09028,N,40,consumption,1,Papua New Guinea,EAP
TCD,1990,1.123035,N,40,consumption,2,Chad,SSA
NPL,1990,1.167432,N,40,consumption,2,Nepal,SAS
CHN,1990,1.174658,A,40,consumption,2,China,EAP
CHN,1990,1.174658,R,40,consumption,2,China,EAP
NER,1990,1.186491,N,40,consumption,2,Niger,SSA
TZA,1990,1.197868,N,40,consumption,2,Tanzania,SSA
NAM,1990,1.237956,N,40,income,2,Namibia,SSA
ETH,1990,1.254127,N,40,consumption,2,Ethiopia,SSA
MDG,1990,1.267949,N,40,consumption,2,Madagascar,SSA
HTI,1990,1.314197,N,40,income,2,Haiti,LAC
UGA,1990,1.375471,N,40,consumption,2,Uganda,SSA
CPV,1990,1.380922,N,40,consumption,2,Cabo Verde,SSA
BEN,1990,1.387433,N,40,consumption,2,Benin,SSA
VNM,1990,1.401793,N,40,consumption,2,Vietnam,EAP
IDN,1990,1.48381,A,40,consumption,2,Indonesia,EAP
IDN,1990,1.48381,R,40,consumption,2,Indonesia,EAP
PAK,1990,1.522122,N,40,consumption,2,Pakistan,SAS
COG,1990,1.539078,N,40,consumption,3,Congo,SSA
LBR,1990,1.565288,N,40,consumption,3,Liberia,SSA
NGA,1990,1.566796,N,40,consumption,3,Nigeria,SSA
IND,1990,1.595505,A,40,consumption,3,India,SAS
IND,1990,1.595505,R,40,consumption,3,India,SAS
LSO,1990,1.609489,N,40,consumption,3,Lesotho,SSA
BTN,1990,1.615466,N,40,consumption,3,Bhutan,SAS
SDN,1990,1.622679,N,40,consumption,3,Sudan,SSA
GNB,1990,1.627209,N,40,consumption,3,Guinea-Bissau,SSA
TGO,1990,1.629227,N,40,consumption,3,Togo,SSA
HND,1990,1.663252,N,40,income,3,Honduras,LAC
MRT,1990,1.836382,N,40,consumption,3,Mauritania,SSA
GHA,1990,1.878213,N,40,consumption,3,Ghana,SSA
SLB,1990,1.907338,N,40,consumption,3,Solomon Islands,EAP
IDN,1990,1.982626,U,40,consumption,3,Indonesia,EAP
LCA,1990,2.000746,N,40,income,3,St. Lucia,LAC
CMR,1990,2.02021,N,40,consumption,3,Cameroon,SSA
LAO,1990,2.037606,N,40,consumption,4,Lao People's Democratic Republic,EAP
BGD,1990,2.040735,N,40,consumption,4,Bangladesh,SAS
GUY,1990,2.058633,N,40,income,4,Guyana,LAC
IND,1990,2.068164,U,40,consumption,4,India,SAS
CHN,1990,2.113623,U,40,consumption,4,China,EAP
GTM,1990,2.126352,N,40,income,4,Guatemala,LAC
NIC,1990,2.253449,N,40,consumption,4,Nicaragua,LAC
KEN,1990,2.456685,N,40,consumption,4,Kenya,SSA
UZB,1990,2.467957,N,40,consumption,4,Uzbekistan,ECA
BLZ,1990,2.471907,N,40,income,4,Belize,LAC
AGO,1990,2.496681,N,40,consumption,4,Angola,SSA
BWA,1990,2.547501,N,40,consumption,4,Botswana,SSA
PHL,1990,2.59449,N,40,consumption,4,Philippines,EAP
ZAF,1990,2.648498,N,40,consumption,4,South Africa,SSA
VUT,1990,2.797408,N,40,consumption,4,Vanuatu,EAP
LKA,1990,2.815725,N,40,consumption,4,Sri Lanka,SAS
SUR,1990,3.020132,N,40,income,4,Suriname,LAC
TKM,1990,3.032515,N,40,consumption,5,Turkmenistan,ECA
CIV,1990,3.134446,N,40,consumption,5,Cote d'Ivoire,SSA
EGY,1990,3.152993,N,40,consumption,5,Egypt,MNA
BOL,1990,3.303792,N,40,income,5,Bolivia,LAC
BRA,1990,3.388507,N,40,income,5,Brazil,LAC
PAN,1990,3.390363,N,40,income,5,Panama,LAC
SYR,1990,3.439845,N,40,consumption,5,Syrian Arab Republic,MNA
ECU,1990,3.465716,N,40,income,5,Ecuador,LAC
THA,1990,3.467332,N,40,consumption,5,Thailand,EAP
DOM,1990,3.544864,N,40,income,5,Dominican Republic,LAC
YEM,1990,3.545612,N,40,consumption,5,Yemen,MNA
KIR,1990,3.546795,N,40,consumption,5,Kiribati,EAP
ZWE,1990,3.637686,N,40,consumption,5,Zimbabwe,SSA
COM,1990,3.653584,N,40,consumption,5,Comoros,SSA
FSM,1990,3.718375,N,40,consumption,5,Micronesia,EAP
TUN,1990,3.858092,N,40,consumption,5,Tunisia,MNA
BIH,1990,3.884608,N,40,consumption,6,Bosnia and Herzegovina,ECA
TUV,1990,3.905826,N,40,consumption,6,Tuvalu,EAP
MUS,1990,4.016093,N,40,consumption,6,Mauritius,SSA
DJI,1990,4.078072,N,40,consumption,6,Djibouti,MNA
MNG,1990,4.133292,N,40,consumption,6,Mongolia,EAP
DZA,1990,4.307784,N,40,consumption,6,Algeria,MNA
IRQ,1990,4.401006,N,40,consumption,6,Iraq,MNA
WSM,1990,4.410243,N,40,consumption,6,Samoa,EAP
FJI,1990,4.467209,N,40,consumption,6,Fiji,EAP
KGZ,1990,4.576592,N,40,consumption,6,Kyrgyz Republic,ECA
JAM,1990,4.632798,N,40,consumption,6,Jamaica,LAC
COL,1990,4.638335,N,40,income,6,Colombia,LAC
MAR,1990,4.700753,N,40,consumption,6,Morocco,MNA
GAB,1990,4.772632,N,40,consumption,6,Gabon,SSA
CHL,1990,4.85206,N,40,income,6,Chile,LAC
IRN,1990,4.948776,N,40,consumption,6,Iran,MNA
TON,1990,5.051743,N,40,consumption,6,Tonga,EAP
ALB,1990,5.075887,N,40,consumption,7,Albania,ECA
MEX,1990,5.09916,N,40,consumption,7,Mexico,LAC
SLV,1990,5.144185,N,40,income,7,El Salvador,LAC
KAZ,1990,5.193368,N,40,income,7,Kazakhstan,ECA
CRI,1990,5.418531,N,40,income,7,Costa Rica,LAC
JOR,1990,5.45208,N,40,consumption,7,Jordan,MNA
ARM,1990,5.464926,N,40,income,7,Armenia,ECA
TJK,1990,5.540558,N,40,consumption,7,Tajikistan,ECA
PSE,1990,5.656484,N,40,consumption,7,West Bank and Gaza,MNA
MKD,1990,5.814595,N,40,consumption,7,North Macedonia,ECA
LTU,1990,5.914436,N,40,income,7,Lithuania,ECA
TUR,1990,5.993173,N,40,consumption,7,Turkey,ECA
PER,1990,6.076502,N,40,consumption,7,Peru,LAC
MYS,1990,6.788743,N,40,income,7,Malaysia,EAP
UKR,1990,6.872474,N,40,consumption,7,Ukraine,ECA
BLR,1990,6.899794,N,40,income,7,Belarus,ECA
VEN,1990,7.0434,N,40,income,7,Venezuela,LAC
RUS,1990,7.299287,N,40,consumption,8,Russian Federation,ECA
HUN,1990,7.439571,N,40,income,8,Hungary,ECA
LBN,1990,7.538221,N,40,consumption,8,Lebanon,MNA
MDA,1990,8.047509,N,40,consumption,8,Moldova,ECA
SYC,1990,8.533152,N,40,consumption,8,Seychelles,SSA
TTO,1990,8.675723,N,40,income,8,Trinidad and Tobago,LAC
PRY,1990,8.742718,N,40,income,8,Paraguay,LAC
EST,1990,10.0473,N,40,income,8,Estonia,ECA
AZE,1990,10.34433,N,40,consumption,8,Azerbaijan,ECA
ARG,1990,11.20795,U,40,income,8,Argentina,LAC
LVA,1990,11.46316,N,40,income,8,Latvia,ECA
URY,1990,11.50547,N,40,income,8,Uruguay,LAC
ROU,1990,12.09852,N,40,income,8,Romania,ECA
POL,1990,13.00531,N,40,income,8,Poland,ECA
PRT,1990,13.31655,N,40,income,8,Portugal,OHI
KOR,1990,13.45512,N,40,income,8,Korea,OHI
MNE,1990,14.67679,N,40,consumption,8,Montenegro,ECA
ISR,1990,14.93895,N,40,income,9,Israel,OHI
MLT,1990,15.32726,N,40,income,9,Malta,OHI
HRV,1990,15.50041,N,40,income,9,Croatia,ECA
GRC,1990,15.77182,N,40,income,9,Greece,OHI
CZE,1990,15.909,N,40,income,9,Czech Republic,ECA
GEO,1990,16.20519,N,40,consumption,9,Georgia,ECA
SVK,1990,16.34864,N,40,income,9,Slovak Republic,ECA
CYP,1990,16.40916,N,40,income,9,Cyprus,OHI
SRB,1990,16.47642,N,40,consumption,9,Serbia,ECA
ESP,1990,16.62267,N,40,income,9,Spain,OHI
IRL,1990,16.80485,N,40,income,9,Ireland,OHI
BGR,1990,20.02406,N,40,consumption,9,Bulgaria,ECA
SVN,1990,21.83027,N,40,income,9,Slovenia,ECA
GBR,1990,22.47517,N,40,income,9,United Kingdom,OHI
TWN,1990,24.22988,N,40,income,9,,
JPN,1990,24.25032,N,40,income,9,Japan,OHI
ITA,1990,24.25892,N,40,income,9,Italy,OHI
SWE,1990,26.08072,N,40,income,10,Sweden,OHI
AUS,1990,26.58742,N,40,income,10,Australia,OHI
BEL,1990,26.85359,N,40,income,10,Belgium,OHI
FRA,1990,28.12449,N,40,income,10,France,OHI
NOR,1990,28.27015,N,40,income,10,Norway,OHI
ISL,1990,28.54056,N,40,income,10,Iceland,OHI
FIN,1990,29.32789,N,40,income,10,Finland,OHI
NLD,1990,30.74347,N,40,income,10,Netherlands,OHI
DEU,1990,32.67778,N,40,income,10,Germany,OHI
CAN,1990,33.33838,N,40,income,10,Canada,OHI
DNK,1990,34.39892,N,40,income,10,Denmark,OHI
AUT,1990,37.65791,N,40,income,10,Austria,OHI
LUX,1990,37.8122,N,40,income,10,Luxembourg,OHI
USA,1990,39.01222,N,40,income,10,United States,OHI
CHE,1990,49.60853,N,40,income,10,Switzerland,OHI
ARE,1990,96.87654,N,40,income,10,,
GIN,1990,0.5621446,N,50,consumption,1,Guinea,SSA
CAF,1990,0.6357266,N,50,consumption,1,Central African Republic,SSA
MMR,1990,0.6620986,N,50,consumption,1,Myanmar,EAP
MLI,1990,0.6831519,N,50,consumption,1,Mali,SSA
SLE,1990,0.7222843,N,50,consumption,1,Sierra Leone,SSA
MOZ,1990,0.7256951,N,50,consumption,1,Mozambique,SSA
SWZ,1990,0.7404932,N,50,consumption,1,Eswatini,SSA
BFA,1990,0.7739514,N,50,consumption,1,Burkina Faso,SSA
BDI,1990,1.106141,N,50,consumption,1,Burundi,SSA
RWA,1990,1.146042,N,50,consumption,1,Rwanda,SSA
SEN,1990,1.217527,N,50,consumption,1,Senegal,SSA
COD,1990,1.237482,N,50,consumption,1,Congo,SSA
GMB,1990,1.24806,N,50,consumption,1,Gambia,SSA
MWI,1990,1.264484,N,50,consumption,1,Malawi,SSA
PNG,1990,1.300993,N,50,consumption,1,Papua New Guinea,EAP
CHN,1990,1.317426,A,50,consumption,1,China,EAP
CHN,1990,1.317426,R,50,consumption,2,China,EAP
NPL,1990,1.333296,N,50,consumption,2,Nepal,SAS
TCD,1990,1.337834,N,50,consumption,2,Chad,SSA
NER,1990,1.365206,N,50,consumption,2,Niger,SSA
TZA,1990,1.377865,N,50,consumption,2,Tanzania,SSA
ETH,1990,1.45892,N,50,consumption,2,Ethiopia,SSA
MDG,1990,1.549176,N,50,consumption,2,Madagascar,SSA
ZMB,1990,1.607771,N,50,consumption,2,Zambia,SSA
VNM,1990,1.612616,N,50,consumption,2,Vietnam,EAP
BEN,1990,1.627417,N,50,consumption,2,Benin,SSA
IDN,1990,1.652697,A,50,consumption,2,Indonesia,EAP
IDN,1990,1.652697,R,50,consumption,2,Indonesia,EAP
HTI,1990,1.679502,N,50,income,2,Haiti,LAC
UGA,1990,1.683817,N,50,consumption,2,Uganda,SSA
CPV,1990,1.708125,N,50,consumption,2,Cabo Verde,SSA
PAK,1990,1.716413,N,50,consumption,2,Pakistan,SAS
NAM,1990,1.721506,N,50,income,2,Namibia,SSA
IND,1990,1.794986,A,50,consumption,3,India,SAS
IND,1990,1.794986,R,50,consumption,3,India,SAS
LBR,1990,1.827843,N,50,consumption,3,Liberia,SSA
COG,1990,1.878677,N,50,consumption,3,Congo,SSA
SDN,1990,1.886293,N,50,consumption,3,Sudan,SSA
NGA,1990,1.895313,N,50,consumption,3,Nigeria,SSA
TGO,1990,1.929774,N,50,consumption,3,Togo,SSA
BTN,1990,1.930076,N,50,consumption,3,Bhutan,SAS
LSO,1990,2.102842,N,50,consumption,3,Lesotho,SSA
GNB,1990,2.163818,N,50,consumption,3,Guinea-Bissau,SSA
HND,1990,2.166571,N,50,income,3,Honduras,LAC
GHA,1990,2.198615,N,50,consumption,3,Ghana,SSA
MRT,1990,2.264424,N,50,consumption,3,Mauritania,SSA
BGD,1990,2.284748,N,50,consumption,3,Bangladesh,SAS
IDN,1990,2.29062,U,50,consumption,3,Indonesia,EAP
SLB,1990,2.317992,N,50,consumption,3,Solomon Islands,EAP
CMR,1990,2.322273,N,50,consumption,3,Cameroon,SSA
CHN,1990,2.360109,U,50,consumption,4,China,EAP
LAO,1990,2.360853,N,50,consumption,4,Lao People's Democratic Republic,EAP
IND,1990,2.385714,U,50,consumption,4,India,SAS
LCA,1990,2.417283,N,50,income,4,St. Lucia,LAC
GUY,1990,2.489592,N,50,income,4,Guyana,LAC
NIC,1990,2.816638,N,50,consumption,4,Nicaragua,LAC
GTM,1990,2.83896,N,50,income,4,Guatemala,LAC
UZB,1990,2.991374,N,50,consumption,4,Uzbekistan,ECA
BLZ,1990,2.999475,N,50,income,4,Belize,LAC
PHL,1990,3.074781,N,50,consumption,4,Philippines,EAP
KEN,1990,3.075463,N,50,consumption,4,Kenya,SSA
AGO,1990,3.167161,N,50,consumption,4,Angola,SSA
LKA,1990,3.218956,N,50,consumption,4,Sri Lanka,SAS
BWA,1990,3.252668,N,50,consumption,4,Botswana,SSA
VUT,1990,3.269309,N,50,consumption,4,Vanuatu,EAP
ZAF,1990,3.529819,N,50,consumption,4,South Africa,SSA
EGY,1990,3.579159,N,50,consumption,4,Egypt,MNA
CIV,1990,3.601947,N,50,consumption,5,Cote d'Ivoire,SSA
TKM,1990,3.624162,N,50,consumption,5,Turkmenistan,ECA
BOL,1990,3.929035,N,50,income,5,Bolivia,LAC
SYR,1990,3.947372,N,50,consumption,5,Syrian Arab Republic,MNA
THA,1990,4.092064,N,50,consumption,5,Thailand,EAP
YEM,1990,4.11652,N,50,consumption,5,Yemen,MNA
KIR,1990,4.137739,N,50,consumption,5,Kiribati,EAP
ECU,1990,4.245704,N,50,income,5,Ecuador,LAC
BIH,1990,4.374658,N,50,consumption,5,Bosnia and Herzegovina,ECA
ZWE,1990,4.388726,N,50,consumption,5,Zimbabwe,SSA
DOM,1990,4.421276,N,50,income,5,Dominican Republic,LAC
COM,1990,4.441707,N,50,consumption,5,Comoros,SSA
BRA,1990,4.449555,N,50,income,5,Brazil,LAC
FSM,1990,4.499547,N,50,consumption,5,Micronesia,EAP
TUV,1990,4.577561,N,50,consumption,5,Tuvalu,EAP
TUN,1990,4.630898,N,50,consumption,5,Tunisia,MNA
MUS,1990,4.647276,N,50,consumption,6,Mauritius,SSA
PAN,1990,4.656928,N,50,income,6,Panama,LAC
DJI,1990,4.821806,N,50,consumption,6,Djibouti,MNA
MNG,1990,4.82972,N,50,consumption,6,Mongolia,EAP
SUR,1990,4.868115,N,50,income,6,Suriname,LAC
IRQ,1990,4.965709,N,50,consumption,6,Iraq,MNA
DZA,1990,5.030374,N,50,consumption,6,Algeria,MNA
WSM,1990,5.075174,N,50,consumption,6,Samoa,EAP
FJI,1990,5.202539,N,50,consumption,6,Fiji,EAP
MAR,1990,5.46661,N,50,consumption,6,Morocco,MNA
JAM,1990,5.523819,N,50,consumption,6,Jamaica,LAC
GAB,1990,5.658419,N,50,consumption,6,Gabon,SSA
ALB,1990,5.679937,N,50,consumption,6,Albania,ECA
COL,1990,5.728481,N,50,income,6,Colombia,LAC
KGZ,1990,5.734404,N,50,consumption,6,Kyrgyz Republic,ECA
KAZ,1990,6.020036,N,50,income,6,Kazakhstan,ECA
IRN,1990,6.020136,N,50,consumption,6,Iran,MNA
CHL,1990,6.065132,N,50,income,7,Chile,LAC
TON,1990,6.098704,N,50,consumption,7,Tonga,EAP
TJK,1990,6.181776,N,50,consumption,7,Tajikistan,ECA
MEX,1990,6.363775,N,50,consumption,7,Mexico,LAC
JOR,1990,6.395544,N,50,consumption,7,Jordan,MNA
PSE,1990,6.415504,N,50,consumption,7,West Bank and Gaza,MNA
MKD,1990,6.555073,N,50,consumption,7,North Macedonia,ECA
SLV,1990,6.561129,N,50,income,7,El Salvador,LAC
ARM,1990,6.592205,N,50,income,7,Armenia,ECA
CRI,1990,6.70143,N,50,income,7,Costa Rica,LAC
LTU,1990,6.724594,N,50,income,7,Lithuania,ECA
TUR,1990,7.123723,N,50,consumption,7,Turkey,ECA
PER,1990,7.375398,N,50,consumption,7,Peru,LAC
BLR,1990,7.529703,N,50,income,7,Belarus,ECA
UKR,1990,7.818707,N,50,consumption,7,Ukraine,ECA
HUN,1990,8.250046,N,50,income,7,Hungary,ECA
MYS,1990,8.277692,N,50,income,7,Malaysia,EAP
LBN,1990,8.695538,N,50,consumption,8,Lebanon,MNA
VEN,1990,8.802813,N,50,income,8,Venezuela,LAC
RUS,1990,8.939111,N,50,consumption,8,Russian Federation,ECA
MDA,1990,9.471796,N,50,consumption,8,Moldova,ECA
SYC,1990,10.27351,N,50,consumption,8,Seychelles,SSA
PRY,1990,10.41398,N,50,income,8,Paraguay,LAC
TTO,1990,10.66078,N,50,income,8,Trinidad and Tobago,LAC
EST,1990,11.81019,N,50,income,8,Estonia,ECA
AZE,1990,12.00213,N,50,consumption,8,Azerbaijan,ECA
LVA,1990,12.9211,N,50,income,8,Latvia,ECA
ROU,1990,13.39566,N,50,income,8,Romania,ECA
URY,1990,13.72658,N,50,income,8,Uruguay,LAC
ARG,1990,13.75017,U,50,income,8,Argentina,LAC
POL,1990,14.77447,N,50,income,8,Poland,ECA
PRT,1990,15.40809,N,50,income,8,Portugal,OHI
KOR,1990,15.41845,N,50,income,8,Korea,OHI
MNE,1990,16.81785,N,50,consumption,8,Montenegro,ECA
HRV,1990,17.02354,N,50,income,9,Croatia,ECA
CZE,1990,17.19123,N,50,income,9,Czech Republic,ECA
MLT,1990,17.33479,N,50,income,9,Malta,OHI
ISR,1990,17.55518,N,50,income,9,Israel,OHI
SVK,1990,17.87128,N,50,income,9,Slovak Republic,ECA
CYP,1990,18.5346,N,50,income,9,Cyprus,OHI
GRC,1990,18.80239,N,50,income,9,Greece,OHI
SRB,1990,18.96145,N,50,consumption,9,Serbia,ECA
GEO,1990,19.1195,N,50,consumption,9,Georgia,ECA
ESP,1990,19.25886,N,50,income,9,Spain,OHI
IRL,1990,19.79198,N,50,income,9,Ireland,OHI
BGR,1990,22.23824,N,50,consumption,9,Bulgaria,ECA
SVN,1990,24.32332,N,50,income,9,Slovenia,ECA
GBR,1990,26.03632,N,50,income,9,United Kingdom,OHI
TWN,1990,27.24826,N,50,income,9,,
ITA,1990,28.19169,N,50,income,9,Italy,OHI
JPN,1990,28.46599,N,50,income,9,Japan,OHI
SWE,1990,28.73797,N,50,income,10,Sweden,OHI
BEL,1990,29.92185,N,50,income,10,Belgium,OHI
AUS,1990,30.85793,N,50,income,10,Australia,OHI
NOR,1990,31.43961,N,50,income,10,Norway,OHI
ISL,1990,31.4755,N,50,income,10,Iceland,OHI
FIN,1990,32.16424,N,50,income,10,Finland,OHI
FRA,1990,32.17695,N,50,income,10,France,OHI
NLD,1990,34.78519,N,50,income,10,Netherlands,OHI
DEU,1990,37.33795,N,50,income,10,Germany,OHI
DNK,1990,38.2856,N,50,income,10,Denmark,OHI
CAN,1990,38.33503,N,50,income,10,Canada,OHI
AUT,1990,41.42137,N,50,income,10,Austria,OHI
LUX,1990,42.34134,N,50,income,10,Luxembourg,OHI
USA,1990,46.33835,N,50,income,10,United States,OHI
CHE,1990,57.82559,N,50,income,10,Switzerland,OHI
ARE,1990,116.684,N,50,income,10,,
GIN,1990,0.715738,N,60,consumption,1,Guinea,SSA
MMR,1990,0.7744965,N,60,consumption,1,Myanmar,EAP
MLI,1990,0.8469575,N,60,consumption,1,Mali,SSA
CAF,1990,0.8705495,N,60,consumption,1,Central African Republic,SSA
MOZ,1990,0.8928873,N,60,consumption,1,Mozambique,SSA
BFA,1990,0.9345698,N,60,consumption,1,Burkina Faso,SSA
SWZ,1990,0.9562848,N,60,consumption,1,Eswatini,SSA
SLE,1990,1.149376,N,60,consumption,1,Sierra Leone,SSA
BDI,1990,1.274231,N,60,consumption,1,Burundi,SSA
RWA,1990,1.376144,N,60,consumption,1,Rwanda,SSA
CHN,1990,1.475748,A,60,consumption,1,China,EAP
CHN,1990,1.475748,R,60,consumption,1,China,EAP
MWI,1990,1.488079,N,60,consumption,1,Malawi,SSA
COD,1990,1.500297,N,60,consumption,1,Congo,SSA
NPL,1990,1.528606,N,60,consumption,1,Nepal,SAS
GMB,1990,1.536515,N,60,consumption,1,Gambia,SSA
SEN,1990,1.549436,N,60,consumption,2,Senegal,SSA
NER,1990,1.573964,N,60,consumption,2,Niger,SSA
TZA,1990,1.57606,N,60,consumption,2,Tanzania,SSA
TCD,1990,1.619795,N,60,consumption,2,Chad,SSA
PNG,1990,1.620223,N,60,consumption,2,Papua New Guinea,EAP
ETH,1990,1.698834,N,60,consumption,2,Ethiopia,SSA
IDN,1990,1.84138,A,60,consumption,2,Indonesia,EAP
IDN,1990,1.84138,R,60,consumption,2,Indonesia,EAP
VNM,1990,1.85956,N,60,consumption,2,Vietnam,EAP
MDG,1990,1.890044,N,60,consumption,2,Madagascar,SSA
BEN,1990,1.899839,N,60,consumption,2,Benin,SSA
PAK,1990,1.945775,N,60,consumption,2,Pakistan,SAS
IND,1990,2.025577,A,60,consumption,2,India,SAS
IND,1990,2.025577,R,60,consumption,2,India,SAS
UGA,1990,2.051397,N,60,consumption,2,Uganda,SSA
LBR,1990,2.0967,N,60,consumption,2,Liberia,SSA
CPV,1990,2.127927,N,60,consumption,2,Cabo Verde,SSA
HTI,1990,2.134021,N,60,income,3,Haiti,LAC
SDN,1990,2.221706,N,60,consumption,3,Sudan,SSA
NGA,1990,2.286435,N,60,consumption,3,Nigeria,SSA
COG,1990,2.311519,N,60,consumption,3,Congo,SSA
ZMB,1990,2.312839,N,60,consumption,3,Zambia,SSA
BTN,1990,2.31582,N,60,consumption,3,Bhutan,SAS
TGO,1990,2.318734,N,60,consumption,3,Togo,SSA
NAM,1990,2.458052,N,60,income,3,Namibia,SSA
BGD,1990,2.558141,N,60,consumption,3,Bangladesh,SAS
GHA,1990,2.569688,N,60,consumption,3,Ghana,SSA
CHN,1990,2.62852,U,60,consumption,3,China,EAP
IDN,1990,2.650872,U,60,consumption,3,Indonesia,EAP
LAO,1990,2.713184,N,60,consumption,3,Lao People's Democratic Republic,EAP
LSO,1990,2.731671,N,60,consumption,3,Lesotho,SSA
IND,1990,2.757334,U,60,consumption,3,India,SAS
MRT,1990,2.759434,N,60,consumption,3,Mauritania,SSA
CMR,1990,2.785236,N,60,consumption,3,Cameroon,SSA
HND,1990,2.805776,N,60,income,4,Honduras,LAC
SLB,1990,2.817416,N,60,consumption,4,Solomon Islands,EAP
GNB,1990,2.818679,N,60,consumption,4,Guinea-Bissau,SSA
LCA,1990,2.902281,N,60,income,4,St. Lucia,LAC
GUY,1990,2.985015,N,60,income,4,Guyana,LAC
NIC,1990,3.504792,N,60,consumption,4,Nicaragua,LAC
LKA,1990,3.678887,N,60,consumption,4,Sri Lanka,SAS
PHL,1990,3.690016,N,60,consumption,4,Philippines,EAP
UZB,1990,3.701235,N,60,consumption,4,Uzbekistan,ECA
BLZ,1990,3.730557,N,60,income,4,Belize,LAC
GTM,1990,3.747874,N,60,income,4,Guatemala,LAC
VUT,1990,3.779428,N,60,consumption,4,Vanuatu,EAP
KEN,1990,3.851881,N,60,consumption,4,Kenya,SSA
AGO,1990,3.933447,N,60,consumption,4,Angola,SSA
EGY,1990,4.067854,N,60,consumption,4,Egypt,MNA
BWA,1990,4.154948,N,60,consumption,4,Botswana,SSA
TKM,1990,4.329238,N,60,consumption,4,Turkmenistan,ECA
CIV,1990,4.362847,N,60,consumption,5,Cote d'Ivoire,SSA
